drugbank_id,disease
DB06228,vein thrombosis
DB06230,alcohol dependence
DB06230,respiratory depression
DB06230,overdose
DB06235,ovarian cancer
DB06235,tumors
DB06235,prostate cancer
DB06235,lung cancer
DB06237,erectile dysfunction
DB06243,hirsutism
DB06255,malignant disease
DB06255,hypercalcemia
DB06261,papillary cancer of the bladder
DB06262,nephropathy
DB06262,parkinson's disease
DB06262,amyloid polyneuropathy
DB06262,atrophy
DB06262,hypotension
DB06262,neurologic disorders
DB06262,neurogenic orthostatic hypotension
DB06263,lung cancer
DB06264,muscle spasm
DB06264,multiple sclerosis
DB06264,neurologic disorders
DB06264,back pain
DB06264,cord injuries
DB06266,prostatic hyperplasia
DB06266,prostate disorders
DB06267,hypertension
DB06267,erectile dysfunction
DB06268,hypertension
DB06268,connective tissue diseases
DB06268,pulmonary hypertension
DB06268,congestive heart failure
DB06270,hyperlipidemia
DB06271,peripheral arterial occlusive disease
DB06271,diabetic neuropathy
DB06271,venous disease
DB06271,thrombosis
DB06271,intermittent claudication
DB06271,vascular diseases
DB06271,diabetic kidney disease
DB06273,pjia
DB06273,polyarticular juvenile idiopathic arthritis
DB06273,rheumatoid arthritis
DB06273,ra
DB06273,systemic juvenile idiopathic arthritis
DB06273,sjia
DB06274,pain
DB06274,small bowel
DB06282,allergic rhinitis
DB06285,osteoporosis
DB06285,fracture
DB06287,multiple myeloma
DB06287,rheumatoid arthritis
DB06287,rcc
DB06287,renal cell carcinoma
DB06287,breast cancer
DB06288,depression
DB06288,bipolar disorder
DB06288,mania
DB06288,schizoaffective disorders
DB06288,schizophrenia
DB06290,cirrhosis
DB06290,chronic hepatitis c
DB06290,infection
DB06292,diabetes mellitus
DB06317,multiple myeloma
DB06335,diabetes mellitus
DB06361,prostate cancer
DB06366,her2-positive metastatic breast cancer
DB06372,gout
DB06372,cryopyrin-associated
DB06395,fungal infections
DB06395,onychomycosis
DB06395,bacterial infection
DB06401,osteoporosis
DB06402,skin and skin structure
DB06402,vancomycin-susceptible
DB06402,staphylococcus aureus
DB06402,-resistant staphylococcus aureus
DB06402,ventilator-associated bacterial pneumonia
DB06402,csssi
DB06402,methicillin-resistant
DB06402,infections
DB06402,vap
DB06402,bacterial pneumonia
DB06402,hospital-acquired
DB06403,idiopathic (‘primary’) pulmonary arterial hypertension
DB06403,pulmonary arterial hypertension
DB06403,connective tissue disease
DB06404,hae
DB06404,angioedema
DB06404,hereditary angioedema
DB06410,hyperparathyroidism
DB06410,chronic kidney disease
DB06412,congenital aplastic anemia
DB06412,anemias
DB06412,aplastic anemia
DB06412,hypoplastic anemias
DB06412,myelofibrosis
DB06413,depression
DB06413,bipolar disorders
DB06413,schizoaffective disorders
DB06413,schizophrenia
DB06413,sleep disorders
DB06413,obstructive sleep apnea
DB06414,hiv-1 infections
DB06415,respiratory distress syndrome
DB06415,rds
DB06415,low lung surfactant
DB06419,pneumonia
DB06419,bacterial infection
DB06436,colorectal cancer
DB06436,lung cancer
DB06439,bronchopulmonary
DB06439,fibrosis
DB06440,fungal infections
DB06440,onychomycosis
DB06440,aspergillosis
DB06440,candidiasis
DB06441,thrombosis
DB06441,myocardial infarction
DB06444,neurologic disorders
DB06444,brain injuries
DB06444,traumatic
DB06470,strokes
DB06471,congestive heart failure
DB06480,constipation
DB06480,ileus
DB06512,anxiety disorders
DB06519,diabetes mellitus type 2
DB06554,insomnia
DB06554,sleep disorders
DB06579,insomnia
DB06579,sleep disorders
DB06581,hiv infection
DB06589,renal cell cancer
DB06590,infections
DB06594,depressive episodes
DB06595,mast cell leukemia
DB06595,acute myeloid leukemia
DB06595,systemic mastocytosis
DB06595,aml
DB06595,mastocytosis
DB06595,mutation-positive
DB06595,hematological neoplasm
DB06602,esophageal disorders
DB06603,multiple myeloma
DB06605,nonvalvular atrial fibrillation
DB06605,embolism
DB06605,stroke
DB06605,venous thrombosis
DB06607,ovarian cancer
DB06607,gastric cancer
DB06612,exacerbations
DB06612,asthma
DB06616,chromosome-positive (ph+
DB06616,cml
DB06616,chronic myelogenous leukemia
DB06623,fibromyalgia
DB06626,kidney cell cancer
DB06626,pancreatic and thyroid cancer
DB06636,aspergillosis
DB06636,mucormycosis
DB06637,multiple sclerosis
DB06643,prostate cancer
DB06643,hip fractures
DB06643,osteoporosis
DB06643,tumors
DB06643,breast cancer
DB06643,fracture
DB06650,chronic lymphocytic leukemia (cll)
DB06654,parkinson’s disease
DB06655,diabetes mellitus type 2
DB06662,systemic lupus erythematosus
DB06662,kidney disease
DB06663,cushing’s disease
DB06667,metabolic disease
DB06667,neurologic disorders
DB06670,osteoporosis
DB06674,arthritis
DB06674,psa
DB06674,rheumatoid arthritis
DB06674,ra
DB06674,ulcerative colitis
DB06674,spondylitis
DB06674,uc
DB06678,insomnia
DB06678,sleep disorders
DB06684,major depression
DB06685,multiple sclerosis
DB06688,prostate cancer
DB06689,esophageal varices
DB06691,hypersensitivity
DB06691,allergies
DB06691,skin disorders
DB06692,blood loss
DB06694,colds
DB06694,inflammation
DB06694,nasal congestion
DB06694,allergies
DB06695,hypersensitivity
DB06695,peptic ulcer disease
DB06695,renal impairment
DB06695,stroke
DB06695,cerebral infarction
DB06695,venous thromboembolic
DB06695,embolism
DB06695,haemostasis
DB06695,atrial fibrillation
DB06695,bleeding
DB06696,bacterial infections
DB06696,multi-resistant
DB06697,chloroquine-resistant
DB06697,malaria
DB06697,plasmodium
DB06698,vertigo
DB06699,prostate cancer
DB06700,depressive disorder
DB06701,adhd
DB06702,incontinence
DB06703,tumors
DB06703,stroke
DB06703,tumor
DB06703,cerebral ischemia
DB06704,pheochromocytoma
DB06704,neuroblastoma
DB06705,aortoiliac occlusive disease
DB06705,peripheral vascular disease
DB06706,headaches
DB06706,migraines
DB06708,chloroquine-resistant
DB06708,malaria
DB06708,plasmodium
DB06709,bronchial hyperreactivity
DB06710,breast pain
DB06710,breast cancer
DB06710,swelling
DB06711,itching
DB06711,sinusitis
DB06712,hypertension
DB06712,vasospastic angina
DB06712,chronic stable angina
DB06713,breast cancer
DB06714,nasal congestion
DB06714,allergic rhinitis
DB06714,allergies
DB06715,thyroid involution
DB06715,hyperthyroidism
DB06715,thyrotoxicosis
DB06717,nausea
DB06717,vomiting
DB06718,c1-inhibitor
DB06718,hereditary angioedema
DB06719,prostate cancer
DB06719,uterine fibroids
DB06719,breast cancer
DB06719,hormone-responsive cancers
DB06719,endometriosis
DB06720,gaucher disease
DB06723,acid indigestion
DB06723,heartburn
DB06724,acid indigestion
DB06724,heartburn
DB06724,hypocalcemia
DB06725,rheumatic diseases
DB06725,pain
DB06725,inflammation of the joints
DB06729,bacterial infections
DB06736,osteoarthritis
DB06736,rheumatoid arthritis
DB06736,pain
DB06736,spondylitis
DB06736,inflammation
DB06738,pain
DB06738,"cancer, kidney stones"
DB06738,fractures
DB06742,cough
DB06742,expectoration
DB06742,bronchopulmonary diseases
DB06751,functional bowel disorders
DB06751,pain
DB06751,renal colic
DB06752,intervertebral disc is 2 to 4 nanokatals
DB06756,homocystinuria
DB06760,congenital sucrose-isomaltase deficiency
DB06760,csid
DB06761,respiratory distress syndrome
DB06761,rds
DB06766,allergic conjunctivitis
DB06766,itching
DB06767,cough
DB06767,metabolic acidosis
DB06768,ichthyosis vulgaris
DB06768,scaly
DB06768,dry
DB06768,itching
DB06768,xerosis
DB06769,nhl
DB06769,b-cell non-hodgkin lymphoma
DB06769,chronic lymphocytic leukemia (cll)
DB06770,head lice
DB06771,corynebacterium
DB06771,staphylococcus aureus
DB06771,bacterial conjunctivitis
DB06771,moraxella lacunata
DB06771,haemophilus influenzae
DB06771,staphylococcus epidermidis
DB06771,staphylococcus hominis
DB06771,staphylococcus lugdunensis
DB06772,hormone-refractory metastatic prostate cancer
DB06774,pain
DB06774,post-herpetic neuralgia
DB06774,neuropathic pain
DB06775,hyperammonaemia
DB06775,neurotoxic
DB06777,systemic disease
DB06777,radiolucent stones
DB06777,radiolucent bile pigment stones
DB06779,pulmonary embolisms
DB06779,deep-vein thrombosis
DB06779,myocardial infarction
DB06779,acute coronary syndromes
DB06779,lung disease
DB06779,acute cardiac ischemic
DB06779,acute renal failure
DB06779,heart failure
DB06779,restricted mobility
DB06779,cancer
DB06779,chronic renal insufficiency
DB06779,thromboembolic
DB06781,pain
DB06781,inflammation
DB06782,poisoning
DB06784,hodgkin's disease
DB06784,bronchogenic carcinoma
DB06785,ovarian hyperstimulation
DB06785,premature lh surges
DB06786,corticosteroid-responsive dermatoses
DB06787,diarrhea
DB06787,gastrointestinal disorders
DB06787,ulcers
DB06788,prostate cancer
DB06791,acromegaly
DB06791,neuroendocrine tumours
DB06792,end stage renal disease
DB06792,esrd
DB06794,vernal keratoconjunctivitis
DB06794,vernal conjunctivitis
DB06794,vernal keratitis
DB06794,ocular disorders
DB06795,burns
DB06796,liver and pancreas
DB06799,urinary tract infections
DB06799,infection
DB06800,constipation
DB06802,pain
DB06802,inflammation
DB06802,cataract
DB06803,intestinal fluke infections
DB06803,intestinal fluke
DB06803,schistosomiasis
DB06803,taenia
DB06809,mm
DB06809,multiple myeloma
DB06809,nhl
DB06809,non-hodgkin’s lymphoma
DB06810,cancer
DB06810,hypercalciuria
DB06810,hypercalcemia
DB06811,sclerosing
DB06812,infection
DB06813,peripheral t-cell lymphoma
DB06816,pinworm infestations [t39]
DB06817,hiv-1 infection
DB06819,hyperammonemic encephalopathy
DB06819,late-onset
DB06820,epidermophyton floccosum
DB06820,trichophyton mentagrophytes
DB06820,tinea corporis
DB06820,tinea cruris
DB06820,tinea
DB06820,trichophyton rubrum
DB06822,postoperative venous thromboembolism
DB06822,pulmonary embolism
DB06822,vein thrombosis
DB06823,kidney stone
DB06823,cystinuria
DB06824,wilson's disease
DB06825,prostate cancer
DB06826,ocular hypertension
DB06826,open-angle glaucoma
DB06827,infections
DB07615,hypertrophic scar
DB07615,atopic dermatitis
DB07615,bronchial asthma
DB07615,allergic disorders
DB07615,allergic rhinitis
DB08439,pain
DB08502,immune deficiency syndrome
DB08502,aids-related infections
DB08502,hiv infection
DB08502,aids
DB08792,intestinal amebiasis
DB08792,extraintestinal
DB08792,cyst passers
DB08792,amebiasis
DB08795,s. typhosa
DB08795,streptococci
DB08795,p. mirabilis
DB08795,infection
DB08795,h. influenzae
DB08795,meningitis
DB08795,"respiratory, gi, uti"
DB08795,enterococci
DB08796,cough
DB08798,bacterial infection
DB08799,allergic conjunctivitis
DB08799,nasal congestion
DB08800,allergic conjunctivitis
DB08800,atopic
DB08800,bronchial asthma
DB08800,allergic rhinitis
DB08800,allergic
DB08801,fever
DB08801,allergies
DB08801,cholestasis
DB08801,allergic
DB08801,allergic reactions
DB08801,perennial rhinitis
DB08801,urticaria
DB08801,pruritus
DB08801,chicken-pox
DB08801,pruriginous dermatoses
DB08801,insect bites
DB08801,eczema
DB08801,skin diseases
DB08802,allergic reactions
DB08802,itching
DB08803,allergic inflammation
DB08804,anemias
DB08804,turner's syndrome
DB08804,iii deficiency
DB08804,breast carcinoma
DB08804,hereditary angioedema
DB08805,acid-reflux disorders
DB08805,gerd
DB08805,ulcer disease
DB08805,acid indigestion
DB08805,heartburn
DB08806,disorders of the upper gastro-intestinal
DB08806,ulcers
DB08806,gastric and duodenal ulcers
DB08807,hypertension
DB08807,edema
DB08807,atrial fibrillation
DB08807,ventricular tachycardias
DB08808,hypertension
DB08808,tachycardia
DB08808,glaucoma
DB08810,gastrointestinal disorders
DB08810,non-ulcer dyspepsia
DB08810,gastroesophageal reflux disease
DB08811,anxiety
DB08813,myocardial infarction
DB08813,non-q
DB08813,thromboembolic disorders
DB08813,vein thrombosis
DB08813,unstable angina
DB08814,myocardial infarction
DB08814,stroke
DB08814,atrial fibrillation
DB08814,cerebral infarction
DB08815,schizophrenia
DB08816,thrombotic
DB08816,stroke
DB08816,acute coronary syndrome
DB08816,myocardial infarction
DB08818,corneal
DB08818,glaucoma
DB08818,interstitial cystitis
DB08818,osteoarthritis
DB08818,knee pain
DB08818,cataracts
DB08819,ocular hypertension
DB08819,open-angle glaucoma
DB08820,d110e
DB08820,s549n
DB08820,a455e
DB08820,s549r
DB08820,cf
DB08820,d1270n
DB08822,hypertension
DB08823,head lice
DB08824,parkinson’s syndrome tremors
DB08824,tremor
DB08826,thalassemia syndromes
DB08826,transfusional iron overload
DB08827,apolipoprotein b
DB08827,low-density
DB08827,familial hypercholesterolemia
DB08828,carcinoma
DB08828,basal cell carcinoma
DB08830,ischemic stroke
DB08831,tumors
DB08831,herpes simplex
DB08831,temporal lobe epilepsy
DB08834,cholesterol gallstones
DB08834,cholestasis
DB08834,fibrosis
DB08834,lateral sclerosis
DB08834,primary biliary cirrhosis
DB08834,amyloidosis
DB08835,allergic conjunctivitis
DB08836,hypertension
DB08836,congestive heart failure
DB08836,diabetic nephropathy
DB08836,coronary artery diseases
DB08836,acute myocardial infarction
DB08838,depression
DB08838,cns injuries
DB08838,glaucoma
DB08838,neuropathic pain
DB08838,diabetes
DB08838,stroke
DB08838,epilepsy
DB08838,schizophrenia
DB08838,anxiety
DB08838,psychiatric
DB08838,small fiber peripheral neuropathy
DB08842,function disorders
DB08842,sickle cell disease
DB08842,hepatic encephalopathy
DB08842,diabetes mellitus
DB08842,nerve damage
DB08842,fatigue
DB08842,fatigue syndrome
DB08842,diabetic neuropathy
DB08842,peripheral neuropathy
DB08842,infertility
DB08842,cerebrovascular disorders
DB08842,bipolar depression
DB08842,cancer
DB08842,migraines
DB08842,supranuclear palsy
DB08842,cerebral vasculopathy
DB08842,peripheral nerve disorders
DB08842,dementia
DB08842,chronic hepatitis c
DB08842,neurodegenerative disorder
DB08842,shock
DB08844,acute ischemic stroke
DB08846,follicular lymphoma
DB08846,brain injury
DB08860,dyslipidemia
DB08862,gallbladder disorders
DB08864,hiv-1 infections
DB08865,non-small cell lung cancer
DB08865,nsclc
DB08867,contraceptive failure
DB08867,uterine fibroids
DB08868,multiple sclerosis
DB08868,exacerbations
DB08868,physical disability
DB08869,lipodystrophy
DB08870,hodgkin lymphoma
DB08871,cancer
DB08871,breast cancer
DB08872,postherpetic neuralgia
DB08872,restless
DB08872,phn
DB08873,hcv genotype 1 infection
DB08874,clostridium difficile-associated diarrhea
DB08875,renal cell carcinoma
DB08875,medullary thyroid cancer
DB08876,gaucher disease
DB08877,post-polycythemia
DB08877,fibrosis
DB08877,vera (post-pv
DB08877,post-essential thrombocythemia
DB08877,myelofibrosis
DB08877,primary myelofibrosis
DB08877,abnormal bone marrow stem
DB08877,post-et
DB08878,cancer
DB08878,leukemia
DB08878,congenital malformations
DB08878,psoriasis
DB08879,systemic lupus erythematosus
DB08880,multiple sclerosis
DB08881,melanoma
DB08881,cancer
DB08881,erdheim-chester disease
DB08881,histiocyte cell disorder
DB08882,diabetes mellitus
DB08883,seizures
DB08885,edema
DB08885,crvo
DB08885,amd
DB08885,colorectal cancer
DB08885,retinal vein occulsion
DB08885,mascular degeneration
DB08885,neovascular
DB08886,hypersensitivity
DB08886,all
DB08886,third-
DB08886,acute lymphoblastic leukemia
DB08887,hypertriglyceridemia
DB08887,tg
DB08889,multiple myeloma
DB08890,chronic idiopathic constipation
DB08890,irritable bowel syndrome
DB08890,constipation
DB08890,ibs
DB08891,multiple sclerosis
DB08891,autism spectrum disorder
DB08891,spasticity
DB08892,multiple sclerosis
DB08892,gerd
DB08892,spasticity
DB08892,acute back spasms
DB08893,urinary incontinence
DB08893,overactive bladder
DB08894,chronic kidney disease
DB08894,anemia
DB08895,chronic or recurrent infections
DB08895,urinary tract infections
DB08895,infection
DB08895,pneumonia
DB08895,gastrointestinal perforation
DB08895,hepatic impairment
DB08895,infections
DB08895,herpes zoster
DB08895,rheumatoid arthritis
DB08895,ulcerative colitis
DB08895,tb
DB08895,spondylitis
DB08895,psoriasis
DB08896,gastrointestinal stromal tumor
DB08896,gist
DB08896,colorectal cancer
DB08897,chronic obstructive pulmonary disease
DB08897,bronchospasm
DB08897,chronic bronchitis
DB08897,copd
DB08897,emphysema
DB08898,kidney dysfunction
DB08899,castration-resistant prostate cancer
DB08900,malabsorption
DB08900,bowel syndrome
DB08900,sbs
DB08901,chronic myeloid leukemia
DB08901,ph+all
DB08901,cml
DB08901,acute lymphoblastic leukemia
DB08902,bacillus anthracis
DB08902,anthrax
DB08903,tuberculosis
DB08904,crohn's disease
DB08904,rheumatoid arthritis
DB08904,ra
DB08905,breast cancer
DB08906,airflow obstruction
DB08906,obstructive airways disease
DB08906,chronic bronchitis
DB08906,copd
DB08906,emphysema
DB08906,allergic rhinitis
DB08907,diabetes mellitus
DB08907,diabetic ketoacidosis
DB08908,multiple sclerosis
DB08910,multiple myeloma
DB08911,melanoma
DB08912,melanoma
DB08913,prostate cancer
DB08913,bone cancer
DB08915,type ii diabetes
DB08916,non-small cell lung cancer
DB08916,nsclc
DB08916,tumours
DB08917,chronic kidney disease
DB08917,anemia
DB08918,mdd
DB08918,depressive disorder
DB08922,bipolar mania
DB08922,schizophrenia
DB08925,sleepiness
DB08928,amoebiasis
DB08930,hiv-1 infection
DB08930,hiv-1 infections
DB08931,idiopathic
DB08931,persistent/recurrent chronic
DB08931,pulmonary arterial hypertension
DB08931,cteph
DB08931,connective tissue diseases
DB08931,thromboembolic pulmonary hypertension
DB08932,pulmonary arterial hypertension
DB08933,epidermophyton floccosum
DB08933,corporis
DB08933,fungal infections
DB08933,tinea
DB08933,trichophyton rubrum
DB08933,cruris
DB08934,cirrhosis
DB08934,infection
DB08934,decompensation
DB08934,hiv co-infected
DB08934,hcv
DB08934,chronic hepatitis c
DB08935,chronic lymphocytic leukemia
DB08949,intermittent claudication
DB09001,epilepsy
DB09011,impulsivity
DB09011,epilepsy
DB09011,seizures
DB09011,absence seizures
DB09011,epileptic
DB09011,anxiety
DB09011,antisocial
DB09011,tardive dyskinesia
DB09011,behavioural disorders
DB09011,hyperkinetic syndromes
DB09012,parenchymal hemorrhage
DB09012,intestinal bleeding
DB09012,thrombocytopenic purpura
DB09012,tonsillectomy
DB09012,trauma
DB09013,glaucoma
DB09014,anxiety
DB09017,insomnia
DB09018,nausea
DB09018,gastroesophageal reflux disease
DB09018,gi tract
DB09018,ponv
DB09018,vomiting
DB09026,hypertension
DB09027,co-infected with hiv [a19627]
DB09027,hcv
DB09027,cirrhosis
DB09027,liver damage
DB09029,psoriasis
DB09030,thrombotic
DB09030,peripheral arterial disease
DB09030,myocardial infarction
DB09030,pad
DB09031,leishmaniasis
DB09031,leishmania braziliensis
DB09031,leishmania
DB09033,uc
DB09033,tumor
DB09033,necrosis
DB09034,insomnia
DB09035,melanoma
DB09035,tumors
DB09036,hiv or hhv-8 positive
DB09036,human immunodeficiency virus (hiv)
DB09036,mcd
DB09036,multicentric castleman's disease
DB09036,human herpesvirus-8 (hhv-8)
DB09037,hnscc
DB09037,nsclc
DB09037,melanoma
DB09037,tumors
DB09037,tumor
DB09037,programmed death
DB09038,diabetes
DB09039,gaucher disease
DB09040,fungal infection
DB09040,onychomycosis
DB09041,fungal infection
DB09041,onychomycosis
DB09042,methicillin-resistant
DB09042,mssa
DB09042,infections
DB09042,staphylococcus aureus
DB09043,diabetes mellitus
DB09045,diabetes mellitus
DB09046,congenital or acquired generalized lipodystrophy
DB09046,leptin deficiency
DB09047,otitis
DB09048,cancer
DB09048,nausea
DB09048,vomiting
DB09049,chronic non-cancer pain
DB09049,oic
DB09049,constipation
DB09050,pyelonephritis
DB09050,intra-abdominal infections
DB09051,mucopolysaccharidosis
DB09051,morquio a syndrome
DB09052,chromosome-negative
DB09052,all
DB09052,acute lymphoblastic leukemia
DB09053,macroglobulinemia
DB09053,chronic lymphocytic leukemia
DB09053,mantle cell lymphoma
DB09054,co-morbidities
DB09054,small lymphocytic lymphoma
DB09054,follicular b-cell non-hodgkin lymphoma
DB09054,chronic lymphocytic leukemia (cll)
DB09055,hyperlipidemias
DB09057,anthrax immune globulin
DB09057,anthrax
DB09060,pyelonephritis
DB09060,urinary tract infections
DB09060,klebsiella oxytoca
DB09060,stuartii
DB09060,proteus
DB09060,klebsiella pneumoniae
DB09060,enterobacter aerogenes
DB09060,citrobacter freundii
DB09060,pseudomonas aeruginosa
DB09060,citrobacter koseri
DB09060,enterobacter cloacae
DB09060,intra-abdominal infections
DB09060,proteus mirabilis
DB09061,neuropathic pain
DB09061,multiple sclerosis
DB09061,cancer
DB09061,pain
DB09061,spasticity
DB09063,tumor
DB09063,non-small cell lung cancer
DB09063,nsclc
DB09063,anaplastic lymphoma kinase (alk)-positive
DB09065,hiv-1 infection
DB09067,acth-dependent cushing's syndrome
DB09068,mdd
DB09068,depressive disorder
DB09069,angina pectoris
DB09071,non-24-hour sleep-wake disorder
DB09072,daytime sleepiness
DB09072,narcolepsy
DB09072,cataplexy
DB09073,breast cancer
DB09074,ovarian cancer
DB09074,germline brca mutated
DB09075,nonvalvular atrial fibrillation
DB09075,dvt
DB09075,se
DB09075,stroke
DB09075,pe
DB09075,pulmonary embolism
DB09075,nvaf
DB09075,embolism
DB09075,ischemic stroke
DB09075,vein thrombosis
DB09076,copd
DB09076,airflow obstruction
DB09076,chronic obstructive pulmonary disease
DB09077,ra
DB09077,neuroblastoma
DB09078,iodine-refractory
DB09078,thyroid cancer
DB09079,idiopathic pulmonary fibrosis
DB09080,chronic obstructive pulmonary disease
DB09080,chronic bronchitis
DB09080,exacerbations
DB09080,copd
DB09080,emphysema
DB09081,leber’s hereditary optic neuropathy
DB09081,lhon
DB09081,visual impairment
DB09082,airflow obstruction
DB09082,obstructive airways disease
DB09082,chronic bronchitis
DB09082,copd
DB09082,emphysema
DB09083,chronic heart failure
DB09083,heart failure
DB09084,pains
DB09084,sore throats
DB09084,pain
DB09084,throat
DB09084,swelling
DB09086,toothache
DB09089,irritable bowel syndrome
DB09089,postoperative paralytic ileus
DB09090,bowel disturbances
DB09090,irritable bowel syndrome
DB09090,ibs
DB09090,functional disorders of the biliary tract
DB09090,abdominal pain
DB09091,pharyngitis
DB09091,rhinitis
DB09091,ulcerative colitis
DB09091,allergies
DB09092,cerebrovascular and peripheral vascular disorders
DB09095,inflammatory skin disorders
DB09095,eczema
DB09095,psoriasis
DB09095,swelling
DB09095,itching
DB09096,acne
DB09097,prolactin-secreting pituitary microadenoma
DB09097,macroadenoma
DB09097,hyperprolactinemia
DB09099,esophageal varices
DB09100,thyroiditis
DB09100,goiters
DB09100,hyperthyroidism
DB09100,hypothyroidism
DB09100,euthyroidism
DB09100,thyroid cancer
DB09101,hiv-1 infection
DB09102,cirrhosis
DB09102,infection
DB09104,bowel movements
DB09104,heartburn
DB09104,constipation
DB09105,hypophosphatasia
DB09105,hpp
DB09106,blood loss
DB09106,shock
DB09106,trauma
DB09107,chronic kidney disease
DB09107,anaemia
DB09107,anemia
DB09110,hemorrhagic cystitis
DB09113,respiratory distress syndrome
DB09113,rds
DB09115,amoebiasis
DB09117,seizures
DB09118,seizures
DB09118,smei
DB09118,myoclonic epilepsy
DB09118,dravet’s syndrome
DB09119,epileptic
DB09120,osteoarthritis of the knee
DB09120,pain
DB09122,multiple sclerosis
DB09123,endometriosis
DB09125,renal tubular acidosis
DB09126,cryptorchidism
DB09126,pituitary deficiency
DB09126,anovulation
DB09126,anovulatory
DB09126,hypogonadism
DB09126,primary ovarian failure
DB09126,hypogonadotropic hypogonadism
DB09128,mdd
DB09128,depressive disorder
DB09128,schizophrenia
DB09132,abnormal vascularity
DB09136,chyluria
DB09136,chylous ascites
DB09136,lymphedema of the extremities
DB09140,hypoxia
DB09140,respiratory illnesses
DB09140,poisonings
DB09140,tissue damage
DB09140,hyperoxia
DB09140,trauma
DB09140,anoxia
DB09140,dyspnea
DB09142,small bowel
DB09142,intestinal tract
DB09143,basal cell carcinoma
DB09144,early-onset
DB09144,gastrointestinal toxicity
DB09144,toxicity
DB09144,neutropenia
DB09144,hereditary orotic aciduria
DB09147,chronic kidney disease
DB09147,hdd- ckd
DB09148,cognitive impairment
DB09148,alzheimer’s disease
DB09148,cognitive decline
DB09149,cognitive impairment
DB09149,cognitive decline
DB09149,alzheimer's disease
DB09151,cognitive impairment
DB09151,cognitive decline
DB09151,alzheimer's disease
DB09153,drug additives
DB09155,airway obstruction
DB09155,respiratory acidosis
DB09155,blockages
DB09158,epiretinal
DB09161,non-reversible defects
DB09161,coronary artery disease
DB09161,myocardial ischemia
DB09161,infarction
DB09162,chronic kidney disease
DB09163,inflammatory bowel disease
DB09163,intra-abdominal infection
DB09163,stroke
DB09164,fever
DB09164,tenderness
DB09164,jaundice
DB09164,pain
DB09164,acute cholecystitis
DB09165,gastrointetinal bleeding
DB09165,acute myocardial infarction
DB09166,depression
DB09166,panic disorder
DB09166,anxiety disorder
DB09166,insomnia
DB09167,depressive illness
DB09183,cirrhosis
DB09185,depression
DB09194,"parkinson, extrapyramidal symptoms[l1041]"
DB09194,tremors
DB09197,anxiety
DB09198,diabetes
DB09205,erectile dysfunction
DB09208,chronic gout
DB09209,cough suppressant
DB09210,myoclonus
DB09210,involuntary twitching
DB09211,thromboangiitis obliterans
DB09211,ulcer
DB09211,coldness
DB09211,intermittent claudication
DB09211,pain
DB09211,numbness
DB09211,lumbar spinal canal stenosis
DB09213,fever
DB09213,musculoskeletal disorders
DB09213,osteoarthritis
DB09213,rheumatoid arthritis
DB09213,pain
DB09213,rheumatic disease
DB09213,postoperative pain
DB09213,inflammation
DB09214,dysmenorrhoea
DB09214,pain
DB09216,migraine
DB09217,fever
DB09217,pain inflammation
DB09218,tissue disorders
DB09218,pain
DB09218,inflammation
DB09218,chronic arthritic
DB09219,bowel obstruction
DB09219,constipation
DB09220,chronic stable angina pectoris
DB09220,acute coronary syndromes
DB09222,hypofibrinogenemia
DB09222,congenital fibrinogen deficiency
DB09222,bleeding
DB09222,afibrinogenemia
DB09223,schizophrenia
DB09224,schizophrenia
DB09225,schizophrenia
DB09226,schizoaffective disorder
DB09226,schizophrenia
DB09227,hypertension
DB09227,chronic stable angina
DB09228,hae
DB09228,hereditary angioedema
DB09229,hypertension
DB09230,hypertension
DB09231,hypertension
DB09232,hypertension
DB09235,hypertension
DB09236,hypertension
DB09237,hypertension
DB09238,hypertension
DB09241,neurotoxicity
DB09241,hypoxia
DB09241,urinary tract infections
DB09241,hepatopulmonary syndrome
DB09241,alzheimer's disease
DB09241,hypotension
DB09241,shock
DB09241,cirrhosis of liver and severe
DB09242,hypertension
DB09243,hypertension
DB09244,depression
DB09245,depression
DB09246,depression
DB09247,depression
DB09248,depression
DB09249,depression
DB09250,depression
DB09250,angina pectoris
DB09250,schizophrenia
DB09251,depression
DB09252,depression
DB09253,depression
DB09254,depression
DB09255,hypovolaemia
DB09255,volume expander
DB09256,cancer
DB09257,gastric (stomach) cancer
DB09258,venous thromboembolism
DB09258,deep vein thrombosis
DB09258,myocardial infarction
DB09258,pulmonary embolism
DB09259,venous thromboembolism
DB09259,deep vein thrombosis
DB09259,myocardial infarction
DB09259,pulmonary embolism
DB09260,venous thromboembolism
DB09260,deep vein thrombosis
DB09260,myocardial infarction
DB09260,pulmonary embolism
DB09261,venous thromboembolism
DB09261,deep vein thrombosis
DB09261,myocardial infarction
DB09261,pulmonary embolism
DB09263,hyperkalemia
DB09264,bleeding
DB09265,t2dm
DB09267,osteoporosis
DB09269,encephalopathy
DB09269,hyperammonemia
DB09270,hypertension
DB09270,periodontal disease
DB09270,congestive heart failure
DB09270,diabetes
DB09270,"diseases like parkinson, fibromyalgia"
DB09270,migraine
DB09270,cardiovascular complaints
DB09272,diarrhea
DB09272,irritable bowel syndrome
DB09272,ibs-d
DB09274,plasmodium falciparum
DB09274,malaria
DB09275,reflux disease
DB09275,erosive-ulcerous diseases of gastric and duodenal mucosa
DB09275,non-ulcerous dyspepsia
DB09275,ulcer disease
