,diseaseNID,diseaseName
5190,5191,Hallucinogen Persisting Perception Disorder
5191,5192,Amphetamine-Related Disorders
5192,5193,Caffeine related disorders
5193,5194,Cannabis-Related Disorder
5194,5195,Cocaine-Related Disorders
5195,5196,Phencyclidine-Related Disorders
5196,5197,Depressed bipolar I disorder
5197,5198,Mixed bipolar I disorder
5198,5199,Bipolar II disorder
5199,5200,Childhood disintegrative disorder
5200,5201,Asperger Syndrome
5201,5202,Panic disorder without agoraphobia
5202,5203,Dissociative Amnesia
5203,5204,Panic disorder with agoraphobia
5204,5205,"Phobia, Specific"
5205,5206,Amphetamine Addiction
5206,5207,Amphetamine Abuse
5207,5208,Chronobiology Disorders
5208,5209,"Stress Disorders, Traumatic, Acute"
5209,5210,Selective Mutism
5210,5211,"Articulation Disorders, Developmental"
5211,5212,Age-related cognitive decline
5212,5213,Dementia due to Parkinson's disease
5213,5214,Attention Deficit and Disruptive Behavior Disorders
5214,5215,Substance-Related Disorders
5215,5216,Alcohol-Induced Disorders
5216,5217,Dermoid cyst of ovary
5217,5218,adnexal lesion
5218,5219,Alcohol or Other Drugs use
5219,5220,Dyschezia
5220,5221,Immunologic hypersensitivity
5221,5222,Acute Psychotic Episode
5222,5223,Peeling of skin
5223,5224,Physiological Sexual Disorders
5224,5225,emotional trauma
5225,5226,Gastrointestinal ulcer
5226,5227,pediatric AIDS
5227,5228,Adenocarcinoma of appendix
5228,5229,Invasive aspergillosis
5229,5230,Acute cerebellar ataxia
5230,5231,Autonomic Dysreflexia
5231,5232,Carcinoma of extrahepatic bile duct
5232,5233,Biliary adenoma
5233,5234,Ependymoma of brain
5234,5235,Breast Phyllodes Tumor
5235,5236,Carcinoma of Male Breast
5236,5237,Intraductal papilloma of breast
5237,5238,Concentric hypertrophic cardiomyopathy
5238,5239,Carotid-Cavernous Sinus Fistula
5239,5240,Adult form of celiac disease
5240,5241,Cerebral Angiitis
5241,5242,"Xanthomatosis, Cerebrotendinous"
5242,5243,"Chorea, Senile"
5243,5244,Chronic intestinal pseudo-obstruction
5244,5245,Secondary Biliary Cholangitis
5245,5246,"Colitis, Collagenous"
5246,5247,Chronic pulmonary heart disease
5247,5248,Stenosis of duodenum
5248,5249,"Embolism, Paradoxical"
5249,5250,Cytomegalovirus encephalitis
5250,5251,Chronic endometritis
5251,5252,Clostridium difficile colitis
5252,5253,Chronic epididymitis
5253,5254,Lennox-Gastaut syndrome
5254,5255,Radiation esophagitis
5255,5256,Leiomyoma of esophagus
5256,5257,Boerhaave syndrome
5257,5258,Acquired Factor XIII Deficiency
5258,5259,Fallopian Tube Carcinoma
5259,5260,Necrotizing fasciitis
5260,5261,Bronchopleural Fistula
5261,5262,Gallbladder adenoma
5262,5263,Gingival Carcinoma
5263,5264,Cardiac Sarcoma
5264,5265,Benign hematuria
5265,5266,Secondary hemochromatosis
5266,5267,Hemoglobin E disease
5267,5268,Juvenile myxedema
5268,5269,Inclusion Body Myositis (disorder)
5269,5270,Small intestine carcinoma
5270,5271,Leiomyoma of small intestine
5271,5272,Gastrointestinal Stromal Tumors
5272,5273,Ectopic kidney
5273,5274,Malrotation of kidney
5274,5275,Carcinoma of vocal cord
5275,5276,Polyp of larynx
5276,5277,Light chain disease
5277,5278,Hemangioma of liver
5278,5279,Metastatic Carcinoma in the Lung
5279,5280,Lymphangitis carcinomatosa
5280,5281,Lymphedema praecox
5281,5282,Middle Cerebral Artery Syndrome
5282,5283,Acute mountain sickness
5283,5284,Mucolipidosis Type IV
5284,5285,"Muscular Dystrophy, Facioscapulohumeral"
5285,5286,Osteomyelosclerosis
5286,5287,"MYOCARDITIS, ACTIVE"
5287,5288,Stenosis of nasolacrimal duct
5288,5289,Cancer of Nasopharynx
5289,5290,Chronic interstitial nephritis
5290,5291,Sickle cell nephropathy
5291,5292,Ischemic peripheral neuropathy
5292,5293,Ovarian Germ Cell Tumor
5293,5294,Hereditary pancreatitis
5294,5295,Squamous cell carcinoma of penis
5295,5296,Hyperkalemic periodic paralysis
5296,5297,Hypokalemic periodic paralysis
5297,5298,"PITUITARY ADENOMA, NON-SECRETING"
5298,5299,Desquamative interstitial pneumonia
5299,5300,PRIMARY LACTIC ACIDOSIS
5300,5301,Female Pseudohermaphroditism
5301,5302,Male Pseudohermaphroditism
5302,5303,Pulmonary artery stenosis
5303,5304,Pulmonary lymphangiomyomatosis
5304,5305,Pycnodysostosis
5305,5306,Hematoma of rectus sheath
5306,5307,Renal Pelvis Squamous Cell Carcinoma
5307,5308,"SCLERODERMA, PULMONARY"
5308,5309,Fournier Gangrene
5309,5310,Selenium deficiency
5310,5311,Hemoglobin SS disease with crisis
5311,5312,Ependymoma of spinal cord
5312,5313,"Epidural Abscess, Spinal"
5313,5314,Subglottic stenosis
5314,5315,Testicular embryonal carcinoma
5315,5316,Teratoma of testis
5316,5317,Cavernous Sinus Thrombosis
5317,5318,Thrombosis of renal vein
5318,5319,Anaplastic thyroid carcinoma
5319,5320,Medullary carcinoma of thyroid
5320,5321,Papillary thyroid carcinoma
5321,5322,"TOXOPLASMOSIS, CHRONIC"
5322,5323,Transient erythroblastopenia of childhood
5323,5324,Transient osteoporosis of hip
5324,5325,Congenital posterior urethral valves
5325,5326,Vaginal clear cell adenocarcinoma
5326,5327,Squamous cell carcinoma of vagina
5327,5328,"VENTRICULAR SEPTAL DEFECT, LARGE"
5328,5329,Sarcoma of vulva
5329,5330,Left lower quadrant pain
5330,5331,Abdominal wall defect
5331,5332,Acrogeria
5332,5333,Adactyly
5333,5334,Aminoaciduria
5334,5335,Anal pain
5335,5336,"Anemia, severe"
5336,5337,ankle arthritis
5337,5338,Ankle clonus
5338,5339,Aortic root dilatation
5339,5340,Peripheral arthritis
5340,5341,Left atrial hypertrophy
5341,5342,Impairment of attention
5342,5343,severe back pain
5343,5344,Upper back pain
5344,5345,bone destruction
5345,5346,Bone marrow megaloblastic (finding)
5346,5347,brain hemangioma
5347,5348,Acute lower respiratory tract infection
5348,5349,Difficulty chewing
5349,5350,CHRONIC CRYPTOSPORIDIOSIS
5350,5351,Difficulty walking up stairs
5351,5352,CONJUNCTIVAL ERYTHEMA
5352,5353,Conjunctival telangiectasis
5353,5354,Lenticonus
5354,5355,Productive Cough
5355,5356,Coxa valga
5356,5357,Hip joint varus deformity - observation
5357,5358,High pitched cry
5358,5359,Dactylitis
5359,5360,Late tooth eruption
5360,5361,Intermittent diarrhea
5361,5362,Watery diarrhoea
5362,5363,Oedema auricular
5363,5364,Early satiety
5364,5365,Low set ears
5365,5366,Elbow stiff
5366,5367,Candidiasis of the esophagus
5367,5368,Extensor Rigidity
5368,5369,Deformity of limb
5369,5370,Edema of lower extremity
5370,5371,"EXTREMITY MUSCLE ATROPHY, LOWER"
5371,5372,Arm Pain
5372,5373,Short extremities
5373,5374,Erythema of the eyelids
5374,5375,Round face
5375,5376,Facial erythema
5376,5377,"Fasciculation, Tongue"
5377,5378,Fat intolerance
5378,5379,Low grade fever
5379,5380,Pain in finger
5380,5381,Short finger
5381,5382,Swelling of finger
5382,5383,High forehead
5383,5384,Gonadal hypoplasia
5384,5385,"Color Blindness, Green"
5385,5386,Green urine
5386,5387,Inguinal pain
5387,5388,Blonde hair
5388,5389,Red hair
5389,5390,White hair
5390,5391,Hand clenching
5391,5392,Hand eczema
5392,5393,Hand muscle atrophy
5393,5394,Hand muscle weakness
5394,5395,Hand pain
5395,5396,Tremor of hands
5396,5397,Hand-wringing
5397,5398,Harlequin Fetus
5398,5399,Head tremor
5399,5400,Headache recurrent
5400,5401,HEART DISPLACEMENT
5401,5402,Hematocrit increased
5402,5403,Microscopic hematuria
5403,5404,Persistence of hemoglobin F
5404,5405,"Fibrosis, Liver"
5405,5406,Hip stiff
5406,5407,Hypoalbuminemia
5407,5408,Increased IgA level
5408,5409,Recurrent infections
5409,5410,Intercostal muscle weakness
5410,5411,Ventricular hemorrhage
5411,5412,Coloboma of iris
5412,5413,Iron deficiency
5413,5414,Abnormal joint morphology
5414,5415,Joint tenderness
5415,5416,Arthritis of knee
5416,5417,Hyperactive patellar reflex
5417,5418,Knee stiff
5418,5419,Squamous Papilloma of the Larynx
5419,5420,Leukonychia
5420,5421,Lip swelling
5421,5422,Liver mass
5422,5423,Fractures of the long bones
5423,5424,Lymphatic obstruction
5424,5425,Masseter Muscle Spasm
5425,5426,Hyperplasia of midface
5426,5427,Hypoplasia of the maxilla
5427,5428,"Taste, Metallic"
5428,5429,Microdontia (disorder)
5429,5430,Micrographia
5430,5431,Open mouth (finding)
5431,5432,Muscle hematoma
5432,5433,Hypoplasia of muscle
5433,5434,Muscle tenderness
5434,5435,Progressive muscle weakness
5435,5436,Pachyonychia
5436,5437,Neck muscle weakness
5437,5438,Nipple pain
5438,5439,Convex nasal ridge
5439,5440,Bulbous nose
5440,5441,Pain of nose
5441,5442,Short upturned nose
5442,5443,Rotary Nystagmus
5443,5444,opioid use
5444,5445,Byzanthine arch palate
5445,5446,Partial thromboplastin time increased (finding)
5446,5447,Pelvic girdle muscle atrophy
5447,5448,Small penis
5448,5449,Pericardial constriction
5449,5450,Peroneal muscle weakness
5450,5451,Personality Change
5451,5452,Acquired pectus carinatum
5452,5453,Increased circulating renin level
5453,5454,Primary cerebral lymphoma
5454,5455,Prodrome
5455,5456,Prostatic Infection
5456,5457,Prostatic pain
5457,5458,Rectoperineal fistula
5458,5459,Fundus coloboma
5459,5460,Retinal exudates
5460,5461,Rheumatoid Vasculitis
5461,5462,Vertical Talus
5462,5463,Romberg's sign positive
5463,5464,Salt craving
5464,5465,Scalp pain
5465,5466,"Dysarthria, Scanning"
5466,5467,Winged scapula
5467,5468,sciatic nerve pain
5468,5469,"Ataxia, Sensory"
5469,5470,Increased serum androstenedione
5470,5471,Decreased serum ceruloplasmin
5471,5472,Creatine phosphokinase serum increased
5472,5473,Low serum estradiol levels
5473,5474,Decreased serum ferritin
5474,5475,Increased serum ferritin
5475,5476,Shoulder stiff
5476,5477,Cyst of skin
5477,5478,Hyperextensible skin
5478,5479,Pain of skin
5479,5480,Petechiae of skin
5480,5481,Cutaneous plaque
5481,5482,pustule
5482,5483,Thick skin
5483,5484,Fragile skin
5484,5485,Smooth muscle antibodies positive
5485,5486,Speech Delay
5486,5487,Spinal cord lesion
5487,5488,splenomegaly massive
5488,5489,Difficulty standing
5489,5490,Tall stature
5490,5491,Subcutaneous Abscess
5491,5492,Absence of subcutaneous fat
5492,5493,Small testicle
5493,5494,Thumb absent
5494,5495,Spatulate thumbs
5495,5496,Triphalangeal thumb
5496,5497,Atrophy of tongue
5497,5498,Tongue biting
5498,5499,Tongue nodules
5499,5500,Protrusion of tongue
5500,5501,Retraction of tympanic membrane
5501,5502,Ulnar deviation of hand
5502,5503,Elevated urinary catecholamines
5503,5504,Atrophy of vagina
5504,5505,Vaginal dryness
5505,5506,Abnormal heart valve morphology
5506,5507,Abnormality of the vasculature
5507,5508,Abnormal venous morphology
5508,5509,Peripheral visual field loss
5509,5510,Voice Fatigue
5510,5511,High pitched voice
5511,5512,Difficulty passing urine
5512,5513,Delayed ability to walk
5513,5514,Wrist swelling
5514,5515,"Reflex, Deep Tendon, Absent"
5515,5516,Organic aciduria
5516,5517,Congenital pulmonary arteriovenous malformation
5517,5518,Global brain atrophy
5518,5519,Cerebral salt-wasting syndrome
5519,5520,Cerebrovascular Insufficiency
5520,5521,COORDINATION DEFICIT
5521,5522,acute aortic dissection
5522,5523,Obstructive emphysema
5523,5524,Endometriosis of pelvis
5524,5525,Tick fever
5525,5526,"Hematuria, Benign Familial"
5526,5527,Autoimmune Chronic Hepatitis
5527,5528,Halothane Hepatitis
5528,5529,heroin withdrawal
5529,5530,X-linked hypogammaglobulinemia
5530,5531,Intestinal infarction
5531,5532,Angiomyolipoma of kidney
5532,5533,Bulla of lung
5533,5534,Honeycomb lung
5534,5535,Malignant melanoma of vulva
5535,5536,Myelofibrosis due to another disorder
5536,5537,"NEPHROTIC SYNDROME, CHRONIC"
5537,5538,Sciatic Neuritis
5538,5539,"Paraplegia, Ataxic"
5539,5540,Pulmonary congestion
5540,5541,Ruptured cerebral aneurysm
5541,5542,Thrombotic stroke
5542,5543,Acute urinary tract infection
5543,5544,Pelvic Inflammatory Disease
5544,5545,"Jaundice, Hemolytic"
5545,5546,Hypoxia
5546,5547,Biliary calculi
5547,5548,Calcium Pyrophosphate Dihydrate Deposition
5548,5549,Color blindness
5549,5550,Coronary Stenosis
5550,5551,Isaacs syndrome
5551,5552,McCune-Albright Syndrome
5552,5553,furuncle
5553,5554,BLV Infections
5554,5555,HTLV Infections
5555,5556,Dyslipidemias
5556,5557,Sexual Infantilism
5557,5558,Sheehan Syndrome
5558,5559,Panhypopituitarism
5559,5560,Erectile dysfunction
5560,5561,"Disk, Herniated"
5561,5562,Islet Cell Tumor
5562,5563,Malignant neoplasm of lung
5563,5564,Libman-Sacks Disease
5564,5565,Lyme Arthritis
5565,5566,Age related macular degeneration
5566,5567,Mandibulofacial Dysostosis
5567,5568,Myofibroblastoma
5568,5569,Parkinsonian Disorders
5569,5570,Ramsay Hunt Paralysis Syndrome
5570,5571,Chylopericardium
5571,5572,Sore Throat
5572,5573,Prostatism
5573,5574,Simple Pulmonary Eosinophilia
5574,5575,"Purpura, Nonthrombocytopenic"
5575,5576,Anus Prolapse
5576,5577,Acute Lung Injury
5577,5578,Enthesopathy
5578,5579,Intestinal schistosomiasis
5579,5580,Drug usage
5580,5581,Chronic thyroiditis
5581,5582,"Gonadal Dysgenesis, 45,X"
5582,5583,Azotemia
5583,5584,Opsoclonus
5584,5585,Bare Lymphocyte Syndrome
5585,5586,Autoimmune thrombocytopenia
5586,5587,Residual Cancer
5587,5588,"Neoplasm, Residual"
5588,5589,Leukocyte-Adhesion Deficiency Syndrome
5589,5590,Isochromosomes
5590,5591,Mucosa-Associated Lymphoid Tissue Lymphoma
5591,5592,Protein S Deficiency
5592,5593,"Placenta, Retained"
5593,5594,Persistent Vegetative State
5594,5595,Hypodynamia
5595,5596,"Ventricular Dysfunction, Left"
5596,5597,"Bone Demineralization, Pathologic"
5597,5598,Hyperoxia
5598,5599,Right Ventricular Dysfunction
5599,5600,Parasitemia
5600,5601,Bronchiolitis Obliterans Organizing Pneumonia
5601,5602,Malignant neoplasm of male breast
5602,5603,"Breast Neoplasms, Male"
5603,5604,Proliferative vitreoretinopathy
5604,5605,Congenital atresia of pulmonary valve
5605,5606,Ventricular Septal Rupture
5606,5607,Filoviridae Infections
5607,5608,Systemic Inflammatory Response Syndrome
5608,5609,Ventricular Dysfunction
5609,5610,Multiple Chemical Sensitivity
5610,5611,Nephropathia Epidemica
5611,5612,Hantavirus Infections
5612,5613,"Impotence, Vasculogenic"
5613,5614,Abdominal Abscess
5614,5615,Tricuspid Atresia
5615,5616,Viral Encephalitis
5616,5617,Hantavirus Pulmonary Syndrome
5617,5618,Sepsis
5618,5619,"Carcinoma, Lewis Lung"
5619,5620,Cardiovascular Abnormalities
5620,5621,Stomatognathic System Abnormalities
5621,5622,Atresia
5622,5623,Autosomal recessive SCID
5623,5624,dysproteinemia
5624,5625,Autonomic neuropathy
5625,5626,Epithelial inclusion cyst
5626,5627,Steatocystoma multiplex
5627,5628,Fibrous Dysplasia
5628,5629,Compound nevus of skin
5629,5630,Telangiectatic osteosarcoma
5630,5631,mixed gliomas
5631,5632,Malignant Meningioma
5632,5633,Rhabdoid meningioma
5633,5634,Punctate keratitis
5634,5635,Drop Attack
5635,5636,Xerosis
5636,5637,psychiatric emergencies
5637,5638,Multiple tumors
5638,5639,Hearing problem
5639,5640,Growth abnormality
5640,5641,Stricture of anus
5641,5642,anxiety generalized
5642,5643,Asymptomatic bacteriuria
5643,5644,Atypical chest pain
5644,5645,Autonomic nervous system imbalance
5645,5646,Borderline hypertension
5646,5647,Carcinoma of ampulla of Vater
5647,5648,Cerebellar degeneration
5648,5649,Cerebral dysfunction
5649,5650,cervical abnormality
5650,5651,Acute on chronic pancreatitis
5651,5652,Chronic urinary tract infection
5652,5653,CNS DEGENERATION
5653,5654,Collagen-vascular disease
5654,5655,Compression fracture of vertebral column
5655,5656,"Cardiac valvular dysplasia, X-linked"
5656,5657,Abnormality of the dentition
5657,5658,Embolic stroke
5658,5659,Congenital abnormality of Eustachian tube
5659,5660,Eye problem
5660,5661,Wrinkled face
5661,5662,Polyp of gallbladder
5662,5663,Global Amnesia
5663,5664,herpetic neuralgia
5664,5665,Incomplete right bundle branch block
5665,5666,White Coat Hypertension
5666,5667,maternal hypothyroidism
5667,5668,Anteroseptal Myocardial Infarction
5668,5669,Subendocardial myocardial infarction
5669,5670,Nerve paralysis
5670,5671,"Carcinoma, Small Cell"
5671,5672,ONYCHOPATHY
5672,5673,Osteopenia/osteoporosis
5673,5674,Parathyroid Adenoma
5674,5675,Pelvic adhesions
5675,5676,Abnormality of the sacroiliac joint
5676,5677,Reduced concentration span
5677,5678,Abnormality of the thymus
5678,5679,Recurrent urinary tract infection
5679,5680,Vagina Carcinoma
5680,5681,VASCULAR EMBOLISM
5681,5682,Abnormal vocal cord morphology
5682,5683,Extraocular Muscle Paresis
5683,5684,Myxoma of the Endocardium
5684,5685,extragonadal germ cell tumor
5685,5686,Acute dermatitis
5686,5687,Subacute dermatitis
5687,5688,Chronic dermatitis
5688,5689,Achromia of skin
5689,5690,Superficial perivascular dermatitis
5690,5691,Interface dermatitis
5691,5692,Spongiotic dermatitis
5692,5693,Psoriasiform eczema
5693,5694,Vasculitis of the skin
5694,5695,Perifolliculitis
5695,5696,Sclerosis of the skin
5696,5697,Cellulitis of abdominal wall
5697,5698,Pyogenic granuloma of skin
5698,5699,Acute eczema
5699,5700,Chronic eczema
5700,5701,Flexural atopic dermatitis
5701,5702,Pemphigus Foliaceus
5702,5703,Pemphigus and fogo selvagem
5703,5704,Pemphigus vegetans
5704,5705,Grover's disease
5705,5706,Contact urticaria
5706,5707,Chronic urticaria
5707,5708,Urticaria medicamentosa
5708,5709,Prurigo nodularis
5709,5710,Psoriasis vulgaris
5710,5711,Köbner phenomenon
5711,5712,Small plaque parapsoriasis
5712,5713,Gianotti-Crosti Syndrome
5713,5714,Lichen striatus
5714,5715,Keratosis pilaris
5715,5716,Confluent and Reticulate Papillomatosis
5716,5717,Cutis marmorata
5717,5718,Telangiectasia macularis eruptiva perstans
5718,5719,Linear Scleroderma
5719,5720,Cutis verticis gyrata
5720,5721,Reactive perforating collagenosis
5721,5722,Hyperkeratosis lenticularis perstans
5722,5723,Acrodermatitis atrophicans chronica
5723,5724,Burnett Schwartz Berberian syndrome
5724,5725,Atrophoderma vermiculatum
5725,5726,Acne Conglobata
5726,5727,Acne fulminans
5727,5728,Perioral Dermatitis
5728,5729,Chloracne
5729,5730,Bromhidrosis
5730,5731,Female pattern alopecia (disorder)
5731,5732,Ophiasis
5732,5733,Clastothrix
5733,5734,Pili annulati
5734,5735,Brittle hair
5735,5736,Pili Torti
5736,5737,Premature canities
5737,5738,Alopecia totalis
5738,5739,Alopecia universalis
5739,5740,Perifolliculitis capitis abscedens
5740,5741,Micronychia (disorder)
5741,5742,Longitudinal split nail
5742,5743,Hypertrophy of nail
5743,5744,Onychogryposis
5744,5745,Clubbing of nail
5745,5746,Nail Loss
5746,5747,Pyramidal disease
5747,5748,Chronic ulcer of lower extremity
5748,5749,Riehl's melanosis
5749,5750,Pigmented hairy epidermal nevus
5750,5751,Ichthyosis hystrix
5751,5752,Idiopathic guttate hypomelanosis
5752,5753,Early radiation dermatitis
5753,5754,Solar urticaria
5754,5755,Subcutaneous calcification
5755,5756,Calcinosis universalis
5756,5757,Tumoral calcinosis
5757,5758,"Hypertrophic disorder of skin, unspecified"
5758,5759,Abnormal granulation tissue
5759,5760,Epithelial hyperplasia of skin
5760,5761,Disorder of skeletal system
5761,5762,Disseminated eosinophilic collagen disease
5762,5763,Generalized morphea
5763,5764,"Dermatomyositis, Childhood Type"
5764,5765,Chronic arthropathy
5765,5766,Acute arthritis
5766,5767,Chronic arthritis
5767,5768,Hemophilic arthropathy
5768,5769,Osteoarthritis of the hand
5769,5770,Coxitis
5770,5771,Chronic osteoarthritis
5771,5772,Interphalangeal osteoarthritis
5772,5773,"Synovitis, Acne, Pustulosis, Hyperostosis, and Osteitis Syndrome"
5773,5774,Narrowing of intervertebral disc space
5774,5775,Degeneration of lumbar intervertebral disc
5775,5776,Back disorder
5776,5777,Rotator cuff syndrome
5777,5778,Iliac crest spur
5778,5779,Achilles tendinitis
5779,5780,Proliferative synovitis
5780,5781,Olecranon bursitis
5781,5782,Disorder of soft tissue
5782,5783,Massive calcification in paraplegic
5783,5784,Polymyositis Ossificans
5784,5785,Exertional rhabdomyolysis (disorder)
5785,5786,Knuckle pads
5786,5787,Eosinophilic Fasciitis
5787,5788,Osteodystrophy
5788,5789,Hepatic osteodystrophy
5789,5790,Brodie's abscess
5790,5791,Juvenile osteoporosis
5791,5792,Osteoarthropathy of fingers familial
5792,5793,Craniomandibular osteopathy
5793,5794,Calcaneal apophysitis
5794,5795,"Atrophy, Disuse"
